,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6028798222541809,0.7998854517936707,0.7895393967628479,,0.8257155418395996,0.7998854517936707,0.6356124877929688,0.6118862628936768,sleepedf,-1
