,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6203882098197937,0.7944850921630859,0.783698320388794,,0.8237370252609253,0.7944850921630859,0.6153886318206787,0.5926914811134338,sleepedf,-1
