,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6650964021682739,0.788787841796875,0.781341552734375,,0.825473964214325,0.788787841796875,0.6413893699645996,0.6154759526252747,sleepedf,-1
