,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6423963904380798,0.7937818765640259,0.7844288349151611,,0.8267873525619507,0.7937818765640259,0.6348758339881897,0.6115312576293945,sleepedf,-1
