,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6200340390205383,0.7966159582138062,0.7862032651901245,,0.8251320123672485,0.7966159582138062,0.6312546133995056,0.6068748235702515,sleepedf,-1
