,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.652019202709198,0.7825608849525452,0.7699329853057861,,0.8174565434455872,0.7825608849525452,0.6089048385620117,0.5872266888618469,sleepedf,-1
