,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6852311491966248,0.7882649302482605,0.7755666971206665,,0.8152202367782593,0.7882649302482605,0.6197024583816528,0.5933769345283508,sleepedf,-1
