,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.664152979850769,0.7848187685012817,0.7713892459869385,,0.8096966743469238,0.7848187685012817,0.6065120100975037,0.5863180756568909,sleepedf,-1
