,test_loss,test_acc,test_f1,test_ck,test_pr,test_rc,test_macc,test_mf1,dataset,fold
0,0.6367349624633789,0.7891740202903748,0.7770977020263672,,0.8213592171669006,0.7891740202903748,0.6171734929084778,0.5931077599525452,sleepedf,-1
